Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360
Product D,Female,Location 79,Region 1,20250,9/26/2013,2000,50,365,3700,5000,15850,Active
Product A,Male,Location 17,Region 3,20750,9/27/2015,2500,50,365,2120,3470,14095,Active
Product B,Female,Location 9,Region 6,16600,2/19/2015,2000,40,365,3581,4631,16271,Active
Product B,Male,Location 169,Region 6,16600,2/20/2014,2000,40,365,3420,4380,15420,Active
Product B,Male,Location 62,Region 3,16600,11/24/2014,2000,40,365,3221,4421,16541,Active
Product A,Male,Location 61,Region 2,22250,5/29/2015,4000,50,365,5500,6900,21550,Active
Product B,Male,Location 91,Region 6,16600,4/20/2014,2000,40,365,3401,5801,10723,Active
Product A,Male,Location 23,Region 4,22250,12/31/2015,4000,50,365,5450,6800,14650,Active
Product A,Male,Location 32,Region 6,20250,1/16/2016,2000,50,365,1465,3065,10915,Active
Product B,Female,Location 23,Region 4,16600,1/12/2015,2000,40,365,3255,4402,15790,Active
Product A,Female,Location 84,Region 3,19250,1/12/2016,1000,50,365,200,900,3500,Active
Product A,Male,Location 91,Region 6,22250,5/31/2015,4000,50,365,5540,6650,16730,Active
Product B,Female,Location 38,Region 3,16600,6/1/2015,2000,40,365,6581,8781,15181,Active
Product C,NotSpecified,Location 172,Region 6,15600,11/15/2012,1000,40,365,2200,3298,11938,Active
Product B,Male,Location 69,Region 6,16600,4/13/2015,2000,40,365,6001,6001,11531,Active
Product B,Female,Location 19,Region 2,16600,10/3/2014,2000,40,365,3701,4301,10201,Active
Product C,Female,Location 173,Region 4,15600,12/9/2012,1000,40,365,2200,3400,14730,Active
Product B,Male,Location 117,Region 1,16600,2/23/2015,2000,40,365,3360,4240,12290,Active
Product D,Male,Location 174,Region 2,20250,6/6/2013,2000,50,365,3301,5141,11761,Active
Product A,Male,Location 69,Region 6,19250,4/24/2016,1000,50,365,-1850,-400,11450,Active
Product D,Female,Location 12,Region 6,20250,1/9/2014,2000,50,365,6451,7601,12151,Active
Product B,Male,Location 175,Region 8,16600,2/24/2014,2000,40,365,3041,4241,16001,Active
Product A,Male,Location 91,Region 6,22250,3/7/2016,4000,50,365,4340,4790,11138,Active
Product B,Female,Location 44,Region 1,16600,1/24/2015,2000,40,365,3001,4001,10381,Active
Product A,Male,Location 30,Region 2,22250,6/7/2016,4000,50,365,5300,6750,18350,Active
Product A,Male,Location 3,Region 3,22250,8/15/2015,4000,50,365,5380,6770,19005,Active
Product A,Female,Location 61,Region 2,19250,12/13/2015,1000,50,365,500,1550,16550,Active
Product E,Male,Location 22,Region 6,54625,4/10/2016,9000,125,365,10001,10501,24126,Active
Product C,Female,Location 129,Region 13,13775,1/6/2014,1000,35,365,2250,3475,8065,Active
Product B,Female,Location 6,Region 1,16600,4/23/2014,2000,40,365,3401,4361,11101,Active
Product B,Female,Location 4,Region 4,16600,3/24/2015,2000,40,365,3501,4401,16151,Active
Product A,Male,Location 3,Region 3,22250,10/2/2015,4000,50,365,5120,5970,11530,Active
Product A,Male,Location 49,Region 6,20750,10/2/2015,2500,50,365,2200,3600,19455,Active
Product B,Female,Location 26,Region 3,16600,4/7/2014,2000,40,365,3261,4601,15781,Active
Product A,Female,Location 26,Region 3,19250,1/24/2016,1000,50,365,350,1650,10305,Active
Product A,Male,Location 111,Region 6,22250,7/5/2015,4000,50,365,5350,6800,19405,Active
Product A,Male,Location 62,Region 3,20250,7/31/2016,2000,50,365,1750,3400,13695,Active
Product A,Female,Location 22,Region 6,22250,2/12/2016,4000,50,365,5250,6700,16800,Active
Product A,Male,Location 46,Region 2,19250,12/19/2015,1000,50,365,450,1850,15700,Active
Product B,Male,Location 45,Region 3,16600,7/28/2014,2000,40,365,3480,4160,14760,Active
Product C,NotSpecified,Location 178,Region 2,15600,2/9/2013,1000,40,365,2200,3200,13380,Active
Product A,Male,Location 111,Region 6,20250,6/30/2016,2000,50,365,2651,3151,6801,Active
Product A,Male,Location 70,Region 7,22250,5/22/2015,4000,50,365,5350,6550,14350,Active
Product A,Male,Location 58,Region 6,22250,12/27/2015,4000,50,365,5300,6600,20350,Active
Product B,Male,Location 25,Region 3,16600,12/6/2014,2000,40,365,3121,5381,15281,Active
Product A,Female,Location 25,Region 3,22250,3/10/2016,4000,50,365,4250,4250,7400,Active
Product D,Male,Location 30,Region 2,20250,10/13/2013,2000,50,365,3750,3950,4850,Active
Product B,Male,Location 58,Region 6,16600,12/31/2014,2000,40,365,3201,4301,12191,Active
Product A,Female,Location 49,Region 6,22250,6/20/2016,4000,50,365,5350,6850,15150,Active
Product A,Female,Location 91,Region 6,19250,11/12/2015,1000,50,365,650,2000,16350,Active
Product B,Female,Location 24,Region 2,16600,10/20/2014,2000,40,365,3901,4401,15961,Active
Product B,Male,Location 39,Region 6,16600,1/30/2015,2000,40,365,3040,4240,9760,Active
Product C,Male,Location 181,Region 6,15600,8/27/2012,1000,40,365,3000,3950,14900,Active
Product A,Male,Location 6,Region 1,19250,11/21/2015,1000,50,365,550,1450,7560,Active
Product B,Male,Location 10,Region 2,16600,12/14/2014,2000,40,365,3120,3960,9040,Active
Product A,Male,Location 94,Region 6,20250,12/13/2015,2000,50,365,1251,3501,15201,Active
Product B,Female,Location 60,Region 3,16600,1/24/2015,2000,40,365,3321,4221,12541,Active
Product A,Male,Location 91,Region 6,22250,6/5/2016,4000,50,365,5600,7100,15400,Active
Product B,Female,Location 17,Region 3,16600,3/29/2015,2000,40,365,3401,4241,16221,Active
Product C,Male,Location 182,Region 6,15600,12/4/2012,1000,40,365,2180,3340,15105,Active
Product A,Male,Location 9,Region 6,20250,7/18/2016,2000,50,365,1601,3021,11211,Active
Product A,Male,Location 88,Region 7,22250,12/9/2015,4000,50,365,5100,5850,10650,Active
Product D,Male,Location 53,Region 6,20250,12/19/2013,2000,50,365,6501,8001,18001,Active
Product B,Female,Location 73,Region 4,16600,5/6/2015,2000,40,365,3280,4320,16420,Active
Product A,Male,Location 53,Region 6,22250,9/8/2015,4000,50,365,5250,6000,14900,Active
Product B,Female,Location 8,Region 2,16600,3/29/2014,2000,40,365,3260,4300,16213,Active
Product B,Male,Location 46,Region 2,16600,12/11/2014,2000,40,365,2241,2601,8171,Active
Product B,Female,Location 19,Region 2,16600,3/14/2014,2000,40,365,3101,4301,11241,Active
Product D,Male,Location 184,Region 6,20250,10/27/2013,2000,50,365,3400,4850,19750,Active
Product B,Male,Location 27,Region 2,16600,3/29/2014,2000,40,365,3801,3801,14601,Active
Product B,Female,Location 185,Region 6,16600,4/25/2014,2000,40,365,3401,4401,15061,Active
Product B,Female,Location 53,Region 6,16600,4/3/2014,2000,40,365,3321,4421,15791,Active
Product A,Male,Location 186,Region 14,19250,4/8/2016,1000,50,365,-1950,-500,13900,Active
Product D,Female,Location 187,Region 2,20250,9/21/2013,2000,50,365,3751,4916,13066,Active
Product B,Male,Location 30,Region 2,16600,4/20/2015,2000,40,365,3401,4401,15461,Active
Product B,Female,Location 21,Region 7,16600,3/29/2015,2000,40,365,2761,3961,12431,Active
Product A,Male,Location 149,Region 1,22250,7/4/2015,4000,50,365,6100,7600,13500,Active
Product A,Female,Location 46,Region 2,19250,3/14/2016,1000,50,365,-1750,-250,15250,Active
Product A,Female,Location 61,Region 2,22250,4/22/2016,4000,50,365,5300,7050,21300,Active
Product B,Male,Location 30,Region 2,16600,12/5/2014,2000,40,365,3501,5001,16371,Active
Product A,Female,Location 3,Region 3,19250,1/9/2016,1000,50,365,1050,2250,17000,Active
Product A,Male,Location 33,Region 3,19250,4/22/2016,1000,50,365,-1980,-680,2420,Active
Product A,Male,Location 37,Region 4,20250,1/25/2016,2000,50,365,1301,1901,8501,Active
Product A,Male,Location 3,Region 3,20750,9/27/2015,2500,50,365,1900,2950,7700,Active
Product B,Male,Location 105,Region 10,16600,4/21/2014,2000,40,365,3240,4120,12570,Active
Product B,Female,Location 97,Region 5,16600,10/7/2014,2000,40,365,3421,4621,13291,Active
Product B,Male,Location 140,Region 6,16600,3/14/2014,2000,40,365,3401,4321,14501,Active
Product B,Male,Location 146,Region 6,16600,8/21/2014,2000,40,365,3771,4631,15011,Active
Product A,Female,Location 113,Region 3,20250,7/22/2016,2000,50,365,1551,2701,6351,Active
Product B,Male,Location 6,Region 1,16600,2/20/2015,2000,40,365,3070,4270,8430,Active
Product A,Male,Location 192,Region 6,22250,6/10/2016,4000,50,365,5500,6800,21350,Active
Product C,Female,Location 193,Region 6,15600,12/6/2012,1000,40,365,1960,2880,11540,Active
Product B,Male,Location 49,Region 6,16600,7/14/2014,2000,40,365,5501,5501,13551,Active
Product B,Female,Location 3,Region 3,16600,5/12/2014,2000,40,365,2900,4040,12316,Active
Product C,NotSpecified,Location 194,Region 4,15600,12/15/2012,1000,40,365,2240,3360,15160,Active
Product B,Female,Location 30,Region 2,16600,3/2/2015,2000,40,365,3221,3841,12316,Active
Product C,Female,Location 195,Region 5,15600,10/21/2012,1000,40,365,2280,3280,14280,Active
Product A,Male,Location 57,Region 6,19250,11/15/2015,1000,50,365,450,1660,12230,Active
Product A,Male,Location 29,Region 1,20250,7/21/2016,2000,50,365,1301,2521,15629,Active
Product B,Male,Location 73,Region 4,16600,4/8/2014,2000,40,365,3340,4220,13900,Active
Product B,Male,Location 53,Region 6,16600,6/25/2014,2000,40,365,3111,3891,8390,Active
Product B,Male,Location 60,Region 3,16600,10/7/2014,2000,40,365,4701,6201,14401,Active
Product B,Female,Location 18,Region 7,16600,2/7/2015,2000,40,365,3170,4340,11340,Active
Product C,Male,Location 118,Region 2,15600,10/15/2012,1000,40,365,1920,3240,12620,Active
Product B,Male,Location 196,Region 2,16600,5/5/2014,2000,40,365,3071,3631,6971,Active
Product A,Female,Location 20,Region 1,19250,4/29/2016,1000,50,365,-2100,-1200,7690,Active
Product B,Female,Location 197,Region 5,16600,2/24/2014,2000,40,365,3501,4506,15166,Active
Product D,Male,Location 198,Region 3,20250,6/3/2013,2000,50,365,3450,4900,19350,Active
Product A,Male,Location 62,Region 3,20250,1/6/2016,2000,50,365,1200,1800,6800,Active
Product F,Male,Location 39,Region 6,69225,2/26/2016,9000,165,365,14460,18050,37903,Active
Product C,Male,Location 199,Region 2,15600,9/17/2012,1000,40,365,2100,3480,13120,Active
Product B,Male,Location 58,Region 6,16600,3/7/2014,2000,40,365,3261,4381,16250,Active
Product B,Male,Location 87,Region 6,16600,11/23/2014,2000,40,365,3400,4350,15010,Active
Product B,Male,Location 135,Region 1,16600,8/1/2014,2000,40,365,3400,4600,11780,Active
Product C,Female,Location 200,Region 6,15600,3/18/2013,1000,40,365,3500,3500,10150,Active
Product A,Male,Location 8,Region 2,22250,6/1/2016,4000,50,365,4800,6000,12005,Active
Product A,Female,Location 86,Region 6,22250,7/24/2015,4000,50,365,5500,7000,17700,Active
Product A,Male,Location 48,Region 6,19250,3/6/2016,1000,50,365,-1300,-850,11401,Active
Product A,Male,Location 86,Region 6,22250,8/27/2015,4000,50,365,6500,7700,19310,Active
Product B,Male,Location 62,Region 3,16600,8/2/2014,2000,40,365,3201,4341,15571,Active
Product D,Male,Location 104,Region 7,20250,6/16/2013,2000,50,365,3300,5000,19600,Active
Product E,Male,Location 44,Region 1,54625,2/23/2016,9000,125,365,12251,14251,25626,Active
Product B,Female,Location 95,Region 6,16600,8/9/2014,2000,40,365,2040,3000,12480,Active
Product D,Male,Location 201,Region 3,20250,10/18/2013,2000,50,365,3751,5251,16601,Active
Product B,Male,Location 4,Region 4,16600,4/28/2015,2000,40,365,3151,4351,14491,Active
Product A,Male,Location 25,Region 3,19250,11/13/2015,1000,50,365,500,2200,14950,Active
Product C,NotSpecified,Location 203,Region 6,15600,10/25/2012,1000,40,365,2320,3360,14350,Active
Product A,Male,Location 9,Region 6,19250,5/23/2016,1000,50,365,-1900,-450,13900,Active
Product B,Male,Location 204,Region 2,16600,3/3/2015,2000,40,365,3401,4201,9876,Active
Product B,Male,Location 206,Region 1,16600,3/28/2014,2000,40,365,3121,4501,16381,Active
Product A,Male,Location 114,Region 6,19250,1/5/2016,1000,50,365,750,2100,12100,Active
Product A,Male,Location 61,Region 2,19250,1/16/2016,1000,50,365,0,550,5650,Active
Product A,Male,Location 82,Region 7,22250,4/21/2016,4000,50,365,5550,7050,21900,Active
Product C,Male,Location 207,Region 13,13775,4/27/2014,1000,35,365,1315,1420,3240,Active
Product C,NotSpecified,Location 209,Region 2,15600,7/24/2012,1000,40,365,2360,3360,15110,Active
Product A,Female,Location 19,Region 2,22250,7/25/2015,4000,50,365,4600,5720,8648,Active
Product A,Male,Location 62,Region 3,19250,10/28/2015,1000,50,365,140,540,10000,Active
Product A,Male,Location 67,Region 1,22250,6/4/2015,4000,50,365,5750,6250,20500,Active
Product A,Male,Location 113,Region 3,20250,12/10/2015,2000,50,365,1601,3001,13201,Active
Product B,Female,Location 39,Region 6,16600,9/8/2014,2000,40,365,3080,4160,15930,Active
Product D,Male,Location 10,Region 2,20250,8/30/2013,2000,50,365,3000,3600,4600,Active
Product B,Male,Location 8,Region 2,16600,7/11/2014,2000,40,365,3240,4480,14100,Active
Product A,Female,Location 69,Region 6,22250,4/22/2016,4000,50,365,5500,7000,21800,Active
Product E,Female,Location 48,Region 6,54625,6/2/2016,9000,125,365,12701,16331,52681,Active
Product C,Male,Location 202,Region 13,13775,3/3/2014,1000,35,365,2295,3065,3135,Active
Product A,Male,Location 13,Region 6,22250,7/31/2015,4000,50,365,5350,6600,13470,Active
Product C,Male,Location 127,Region 2,15600,10/23/2012,1000,40,365,2130,3510,14350,Active
Product B,Male,Location 30,Region 2,16600,3/5/2015,2000,40,365,3401,4101,14041,Active
Product A,Female,Location 3,Region 3,20250,7/7/2016,2000,50,365,1501,2601,10851,Active
Product A,Male,Location 45,Region 3,19250,3/21/2016,1000,50,365,-2400,-1750,1830,Active
Product B,Male,Location 53,Region 6,16600,4/13/2015,2000,40,365,3481,4261,15631,Active
Product B,Female,Location 9,Region 6,16600,3/11/2014,2000,40,365,3280,4480,13520,Active
Product C,Female,Location 212,Region 9,15600,8/31/2012,1000,40,365,2200,3400,14900,Active
Product A,Female,Location 22,Region 6,20250,7/3/2016,2000,50,365,1151,1751,6651,Active
Product B,Female,Location 113,Region 3,16600,5/1/2015,2000,40,365,3320,4440,16480,Active
Product B,Male,Location 70,Region 7,16600,6/5/2014,2000,40,365,3700,3950,14110,Active
Product B,Female,Location 67,Region 1,16600,5/14/2015,2000,40,365,3276,4336,16211,Active
Product B,Male,Location 111,Region 6,16600,12/24/2014,2000,40,365,3901,4801,16241,Active
Product A,Male,Location 95,Region 6,22250,5/24/2016,4000,50,365,5400,6350,20770,Active
Product B,Male,Location 56,Region 3,16600,6/19/2014,2000,40,365,3101,4161,10951,Active
Product B,Female,Location 25,Region 3,16600,4/20/2014,2000,40,365,3191,4331,15706,Active
Product B,Male,Location 111,Region 6,16600,12/31/2014,2000,40,365,3700,4420,15200,Active
Product A,Female,Location 22,Region 6,22250,8/27/2015,4000,50,365,5500,7500,22108,Active
Product B,Male,Location 111,Region 6,16600,3/8/2015,2000,40,365,3141,4421,15831,Active
Product B,Female,Location 216,Region 1,16600,5/22/2014,2000,40,365,3120,4240,11960,Active
Product A,Male,Location 114,Region 6,19250,10/29/2015,1000,50,365,570,2000,12300,Active
Product D,Male,Location 217,Region 5,20250,4/27/2013,2000,50,365,3850,5650,19625,Active
Product D,Male,Location 179,Region 6,20250,5/20/2013,2000,50,365,3501,5131,18081,Active
Product D,Female,Location 214,Region 15,20250,10/20/2013,2000,50,365,3100,4500,16850,Active
Product A,Female,Location 44,Region 1,20250,7/2/2016,2000,50,365,1700,3200,16550,Active
Product B,Male,Location 50,Region 1,16600,7/18/2014,2000,40,365,3161,4301,13181,Active
Product B,Male,Location 50,Region 1,16600,11/24/2014,2000,40,365,3401,4421,13101,Active
Product A,Male,Location 73,Region 4,20250,7/26/2016,2000,50,365,1700,3950,18000,Active
Product A,Male,Location 113,Region 3,19250,1/13/2016,1000,50,365,710,1320,6160,Active
Product B,Male,Location 218,Region 2,16600,7/17/2014,2000,40,365,7200,10200,16050,Active
Product D,Male,Location 74,Region 6,20250,5/14/2013,2000,50,365,3451,4501,16846,Active
Product B,Male,Location 3,Region 3,16600,5/11/2015,2000,40,365,4181,5461,16591,Active
Product B,Female,Location 13,Region 6,16600,4/23/2015,2000,40,365,3201,4281,16036,Active
Product A,Male,Location 46,Region 2,19250,5/13/2016,1000,50,365,-1700,-100,14600,Active
Product B,Male,Location 44,Region 1,16600,12/15/2014,2000,40,365,3401,4631,12821,Active
Product B,Female,Location 3,Region 3,16600,2/25/2015,2000,40,365,3201,4401,14001,Active
Product A,Male,Location 8,Region 2,22250,6/27/2015,4000,50,365,5500,7010,17632,Active
Product B,Male,Location 187,Region 2,16600,8/5/2014,2000,40,365,3120,4530,16470,Active
Product B,Male,Location 26,Region 3,16600,12/28/2014,2000,40,365,4601,4601,15526,Active
Product A,Female,Location 25,Region 3,22250,3/13/2016,4000,50,365,5300,6200,11750,Active
Product B,Male,Location 108,Region 6,16600,8/23/2014,2000,40,365,3081,4321,13361,Active
Product B,Male,Location 42,Region 4,16600,3/17/2014,2000,40,365,3001,4818,16232,Active
Product A,Male,Location 23,Region 4,22250,6/2/2016,4000,50,365,5300,6300,11100,Active
Product C,Female,Location 219,Region 13,13775,3/27/2014,1000,35,365,2050,2680,3485,Active
Product A,Male,Location 220,Region 14,20250,1/22/2016,2000,50,365,1730,3080,15492,Active
Product E,Female,Location 62,Region 3,54625,5/2/2016,9000,125,365,12001,13351,22015,Active
Product A,Male,Location 70,Region 7,22250,8/30/2015,4000,50,365,5250,6560,21050,Active
Product A,Female,Location 21,Region 7,22250,7/25/2015,4000,50,365,5350,6750,21220,Active
Product A,Male,Location 53,Region 6,22250,10/26/2015,4000,50,365,5400,7000,21750,Active
Product A,Male,Location 3,Region 3,22250,10/6/2015,4000,50,365,4956,5822,12805,Active
Product A,Female,Location 22,Region 6,19250,11/13/2015,1000,50,365,550,1850,12940,Active
Product A,Female,Location 30,Region 2,19250,10/20/2015,1000,50,365,750,1950,6955,Active
Product B,Male,Location 222,Region 6,16600,6/10/2014,2000,40,365,3081,4281,13251,Active
Product B,Female,Location 53,Region 6,16600,11/25/2014,2000,40,365,4201,4701,7601,Active
Product A,Male,Location 186,Region 14,19250,6/2/2016,1000,50,365,-2100,-950,8800,Active
Product A,Female,Location 3,Region 3,22250,6/25/2016,4000,50,365,5250,6600,20800,Active
Product A,Male,Location 38,Region 3,22250,5/17/2016,4000,50,365,5350,6950,19200,Active
Product B,Female,Location 75,Region 3,16600,4/28/2014,2000,40,365,3300,4290,16200,Active
Product C,Female,Location 224,Region 8,15600,2/16/2013,1000,40,365,2200,3200,14220,Active
Product B,Male,Location 61,Region 2,16600,5/25/2015,2000,40,365,3161,4361,7801,Active
